0	https://ru.wikipedia.org/wiki/%21
1	https://ru.wikipedia.org/wiki/%21%21
2	https://ru.wikipedia.org/wiki/%21%21%21
3	https://ru.wikipedia.org/wiki/%21%21%21%21%21%21%21
4	https://ru.wikipedia.org/wiki/%21%21_%28%D0%B7%D0%BD%D0%B0%D1%87%D0%B5%D0%BD%D0%B8%D1%8F%29
5	https://ru.wikipedia.org/wiki/%21%3F
6	https://ru.wikipedia.org/wiki/%21Action_Pact%21
7	https://ru.wikipedia.org/wiki/%21Adios_Amigos%21
8	https://ru.wikipedia.org/wiki/%21T.O.O.H.%21
9	https://ru.wikipedia.org/wiki/%21_%28%D0%B0%D0%BB%D1%8C%D0%B1%D0%BE%D0%BC%29
10	https://ru.wikipedia.org/wiki/%21_%28%D0%B0%D0%BB%D1%8C%D0%B1%D0%BE%D0%BC_The_Dismemberment_Plan%29
11	https://ru.wikipedia.org/wiki/%21_%28%D0%B0%D0%BB%D1%8C%D0%B1%D0%BE%D0%BC_Trippie_Redd%29
12	https://ru.wikipedia.org/wiki/%21%D0%A4%D0%95%D0%A1%D0%A2
13	https://ru.wikipedia.org/wiki/%21%D1%85%D0%BE%D0%BD%D0%B3
14	https://ru.wikipedia.org/wiki/%22
15	https://ru.wikipedia.org/wiki/%22%22
16	https://ru.wikipedia.org/wiki/%22Chusotsu%22_%22Chukara%22
17	https://ru.wikipedia.org/wiki/%22In_case_I_make_it%2C%22
18	https://ru.wikipedia.org/wiki/%22Live%22_%26_Wailing
19	https://ru.wikipedia.org/wiki/%22The_Spaghetti_Incident%3F%22
20	https://ru.wikipedia.org/wiki/%22Weird_Al%22_Yankovic
21	https://ru.wikipedia.org/wiki/%22%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B5%D0%B9_%D0%9A%D0%BE%D1%81%D1%8B%D0%B3%D0%B8%D0%BD%22
22	https://ru.wikipedia.org/wiki/%22%D0%91%D0%B0%D0%B9%D0%BA%D0%B0%D0%BB%22_%D0%9B%D0%9C%D0%A1-901
23	https://ru.wikipedia.org/wiki/%22%D0%97%D0%BE%D0%BB%D0%BE%D1%82%D0%BE%D0%B9_%D0%BC%D0%B0%D1%82%D1%87%22_%D1%87%D0%B5%D0%BC%D0%BF%D0%B8%D0%BE%D0%BD%D0%B0%D1%82%D0%B0_%D0%91%D0%B5%D0%BB%D0%B0%D1%80%D1%83%D1%81%D0%B8_%D0%BF%D0%BE_%D1%84%D1%83%D1%82%D0%B1%D0%BE%D0%BB%D1%83_2002
24	https://ru.wikipedia.org/wiki/%22%D0%97%D0%BE%D0%BB%D0%BE%D1%82%D0%BE%D0%B9_%D0%BC%D0%B0%D1%82%D1%87%22_%D1%87%D0%B5%D0%BC%D0%BF%D0%B8%D0%BE%D0%BD%D0%B0%D1%82%D0%B0_%D0%9A%D0%B0%D0%B7%D0%B0%D1%85%D1%81%D1%82%D0%B0%D0%BD%D0%B0_%D0%BF%D0%BE_%D1%84%D1%83%D1%82%D0%B1%D0%BE%D0%BB%D1%83_1997
